house_type,house_size,city,location,,price
3BHK ,"2,856",Delhi,Friends Colony,,301022
4BHK ,"5,896",Delhi,Friends Colony,,301022
3BHK ,"2,852",Delhi,Friends Colony,,301012
5BHK,"6,521",Delhi,New Friends Colony,,401105
5BHK ,"6,521",Delhi,New Friends Colony,,544122
5BHK ,"6,521",Delhi,New Friends Colony,,504101
5BHK ,"6,521",Delhi,New Friends Colony,,401015
3BHK ,"2,856",Delhi,Friends Colony,,301022
3BHK ,"2,856",Delhi,Friends Colony,,301012
5BHK ,"5,896",Delhi,Friends Colony,,301012
4BHK ,"6,251",Delhi,New Friends Colony,,301012
4BHK ,"5,896",Delhi,New Friends Colony,,401010
5BHK ,"6,521",Delhi,New Friends Colony,,504012
3BHK ,"2,856",Delhi,Greater Kailash II,,235592
3BHK ,"2,856",Delhi,Greater Kailash II,,362266
3BHK ,"2,856",Delhi,Greater Kailash II,,301012
3BHK ,"2,856",Delhi,Greater Kailash II,,301011
4BHK ,"5,896",Delhi,Greater Kailash II,,301012
4BHK ,"6,521",Delhi,Greater Kailash II,,301011
4BHK ,"5,896",Delhi,Greater Kailash II,,362625
4BHK ,"5,852",Delhi,Greater Kailash II,,312929
3BHK ,"2,856",Delhi,Greater Kailash II,,301015
3BHK ,"2,856",Delhi,Greater Kailash II,,301012
3BHK ,"2,856",Delhi,Greater Kailash II,,301012
3BHK ,"2,856",Delhi,Greater Kailash II,,301012
4BHK ,"5,896",Delhi,Vasant Vihar,,301022
4BHK ,"6,521",Delhi,Vasant Vihar,,301011
4BHK ,"5,896",Delhi,Vasant Vihar,,301012
4BHK ,"6,521",Delhi,Vasant Vihar,,301011
4BHK ,"5,896",Delhi,Vasant Vihar,,410101
5BHK,"6,521",Delhi,Vasant Vihar,,862112
4BHK ,"5,896",Delhi,Sunder Nagar,,1012005
4BHK ,"5,896",Delhi,Sunder Nagar,,1022010
5BHK,"6,521",Delhi,Sunder Nagar,,1210102
4BHK ,"5,896",Delhi,Sunder Nagar,,1411812
3BHK ,"2,856",Delhi,New Friends Colony,,301011
3BHK ,"2,856",Delhi,New Friends Colony,,301011
4BHK ,"5,896",Delhi,Sunder Nagar,,301012
4BHK ,"5,896",Delhi,Sunder Nagar,,401012
4BHK ,"5,896",Delhi,Sunder Nagar,,504105
5BHK ,"6,521",Delhi,Sunder Nagar,,401102
3BHK ,"2,856",Delhi,New Friends Colony,,301012
3BHK ,"2,856",Delhi,New Friends Colony,,301012
3BHK ,"2,856",Delhi,New Friends Colony,,301012
3BHK ,"2,856",Delhi,New Friends Colony,,301012
4BHK ,"6,521",Delhi,New Friends Colony,,301012
4BHK ,"5,896",Delhi,New Friends Colony,,301102
5BHK ,"6,521",Delhi,New Friends Colony,,401012
3BHK ,"2,741",Delhi,New Friends Colony,,301012
5BHK ,"6,521",Delhi,New Friends Colony,,301011
3BHK ,"2,741",Delhi,New Friends Colony,,301012
5BHK ,"6,521",Delhi,New Friends Colony,,301011
3BHK ,"2,856",Delhi,New Friends Colony,,301022
5BHK ,"6,521",Delhi,Geetanjali Enclave,,301012
3BHK ,"2,856",Delhi,Geetanjali Enclave,,301012
5BHK ,"6,952",Delhi,Geetanjali Enclave,,401015
4BHK ,"5,896",Delhi,Geetanjali Enclave,,301012
3BHK ,"2,741",Delhi,Geetanjali Enclave,,362621
4BHK ,"5,896",Delhi,Geetanjali Enclave,,301012
3BHK ,"2,856",Delhi,Geetanjali Enclave,,301011
3BHK ,"3,011",Delhi,Geetanjali Enclave,,301011
4BHK ,"5,896",Delhi,Geetanjali Enclave,,301012
4BHK ,"5,896",Delhi,Geetanjali Enclave,,301022
4BHK ,"5,896",Delhi,Geetanjali Enclave,,401102
4BHK ,"5,896",Delhi,Geetanjali Enclave,,410202
4BHK ,"5,896",Delhi,Panchsheel Enclave,,301012
4BHK ,"6,521",Delhi,Panchsheel Enclave,,401015
4BHK ,"5,896",Delhi,Panchsheel Enclave,,401100
4BHK ,"6,952",Delhi,Panchsheel Enclave,,401101
4BHK ,"5,896",Delhi,Panchsheel Enclave,,504015
4BHK ,"5,896",Delhi,Sainik Farm,,401010
4BHK ,"5,896",Delhi,Amrita Shergill Marg,,1418182
5BHK ,"6,521",Delhi,Amrita Shergill Marg,,1211112
5BHK,"5,896",Delhi,Aurungzeb Road,,1102011
5BHK,"6,521",Delhi,Aurungzeb Road,,1201010
3BHK ,"1,350",Delhi,IP Extension,,30000
4BHK ,"5,896",Delhi,Sainik Farm,,401015
3BHK ,"2,856",Delhi,West End,,235592
2BHK ,950,Delhi,IP Extension,,22000
5BHK,"6,521",Delhi,Ghitorni,,408521
4BHK ,"5,896",Delhi,Ghitorni,,401011
4BHK ,"5,896",Delhi,Ghitorni,,401012
5BHK,"6,521",Delhi,Sainik Farm,,549191
5BHK,"5,896",Delhi,Sainik Farm,,401015
5BHK,"6,521",Delhi,Sainik Farm,,301012
4BHK ,"5,896",Delhi,Sainik Farm,,401022
4BHK ,"5,896",Delhi,Sainik Farm,,301012
5BHK ,"6,521",Delhi,Sunder Nagar,,1549195
5BHK,"6,521",Delhi,Sunder Nagar,,1010102
5BHK ,"6,521",Delhi,Sunder Nagar,,308512
4BHK ,"5,852",Delhi,Sunder Nagar,,305212
5BHK ,"6,521",Delhi,Sunder Nagar,,401012
4BHK ,"5,896",Delhi,Sunder Nagar,,301025
2BHK ,"1,100",Delhi,Mayur Vihar II,,20000
2BHK ,"1,150",Delhi,Mayur Vihar 2 Phase,,30000
5BHK,"6,952",Delhi,Vasant Kunj,,549195
5BHK,"6,952",Delhi,Vasant Kunj,,504105
4BHK ,"5,896",Delhi,Vasant Kunj,,401015
4BHK ,"6,521",Delhi,Vasant Kunj,,301012
5BHK ,"6,521",Delhi,Chattarpur,,401012
4BHK ,"5,896",Delhi,Chattarpur,,401010
5BHK,"6,521",Delhi,Prithviraj Road,,1291192
4BHK ,"5,896",Delhi,Amrita Shergill Marg,,1549111
5BHK ,"6,521",Delhi,Vasant Kunj,,401102
5BHK ,"6,952",Delhi,Vasant Kunj,,548185
5BHK,"6,521",Delhi,Prithviraj Road,,1216162
4BHK ,"5,896",Delhi,Vasant Kunj,,401010
5BHK,"6,521",Delhi,Chattarpur,,301012
5BHK,"6,521",Delhi,Chattarpur,,548181
5BHK ,"6,521",Delhi,Chattarpur,,401015
5BHK ,"6,952",Delhi,Defence Colony,,840405
5BHK ,"6,952",Delhi,Defence Colony,,640110
5BHK,"6,952",Delhi,Vasant Kunj,,549195
5BHK,"6,952",Delhi,Vasant Kunj,,504105
4BHK ,"5,896",Delhi,Vasant Kunj,,401015
4BHK ,"6,521",Delhi,Vasant Kunj,,301012
5BHK ,"6,521",Delhi,Chattarpur,,401012
4BHK ,"5,896",Delhi,Chattarpur,,401010
5BHK,"6,521",Delhi,Prithviraj Road,,1216162
5BHK,"6,521",Delhi,Prithviraj Road,,1291192
4BHK ,"5,896",Delhi,Amrita Shergill Marg,,1549111
5BHK ,"6,521",Delhi,Vasant Kunj,,401102
5BHK ,"6,952",Delhi,Vasant Kunj,,548185
5BHK,"6,521",Delhi,Aurungzeb Road,,1549195
5BHK,"6,521",Delhi,Aurungzeb Road,,1022012
4BHK ,"5,896",Delhi,Vasant Kunj,,652125
4BHK ,"5,896",Delhi,Vasant Kunj,,401010
5BHK,"6,521",Delhi,Chattarpur,,301012
5BHK,"6,521",Delhi,Chattarpur,,548181
5BHK ,"6,521",Delhi,Chattarpur,,401015
5BHK,"5,896",Delhi,Chattarpur,,401012
4BHK ,"5,896",Delhi,Ghitorni,,401015
4BHK ,"5,896",Delhi,Ghitorni,,310101
5BHK,"6,521",Delhi,Ghitorni,,408521
4BHK ,"5,896",Delhi,Ghitorni,,401011
4BHK ,"5,896",Delhi,Ghitorni,,401012
5BHK,"6,521",Delhi,Sainik Farm,,549191
5BHK,"5,896",Delhi,Sainik Farm,,401015
5BHK,"6,521",Delhi,Sainik Farm,,301012
4BHK ,"5,896",Delhi,Sainik Farm,,401022
4BHK ,"5,896",Delhi,Sainik Farm,,301012
5BHK ,"6,521",Delhi,Sunder Nagar,,1549195
5BHK,"6,521",Delhi,Sunder Nagar,,1010102
5BHK ,"6,521",Delhi,Sunder Nagar,,308512
4BHK ,"5,852",Delhi,Sunder Nagar,,305212
5BHK ,"6,521",Delhi,Sunder Nagar,,401012
4BHK ,"5,896",Delhi,Sunder Nagar,,301025
3BHK ,400,Delhi,Sector 12 Dwarka,,8500
3BHK ,400,Delhi,Sector 12 Dwarka,,8000
3BHK ,450,Delhi,Sector 12 Dwarka,,9000
3BHK ,400,Delhi,Sector 12 Dwarka,,9000
3BHK ,450,Delhi,Sector 14 Dwarka,,12000
2BHK ,700,Delhi,Sector 12 Dwarka,,20000
3BHK ,350,Delhi,Sector 12 Dwarka,,8000
3BHK ,450,Delhi,Sector 7 Dwarka,,10000
3BHK ,350,Delhi,Sector 12 Dwarka,,7000
3BHK ,550,Delhi,Sector 14 Dwarka,,9000
3BHK ,450,Delhi,Sector 14 Dwarka,,9000
3BHK ,550,Delhi,Sector 14 Dwarka,,11000
3BHK ,550,Delhi,Sector 7 Dwarka,,7000
3BHK ,450,Delhi,Sector 7 Dwarka,,7000
3BHK ,250,Delhi,Sector 11 Dwarka,,11000
3BHK ,"1,600",Delhi,Sector 12 Dwarka,,30000
2BHK ,"1,200",Delhi,Sector 7 Dwarka,,20000
3BHK ,450,Delhi,Dwarka 11 Sector,,7000
3BHK ,550,Delhi,Sector 11 Dwarka,,10000
2BHK ,"1,200",Delhi,dwarka sector 12,,28000
3BHK ,550,Delhi,Sector 11 Dwarka,,11000
3BHK ,450,Delhi,Sector 11 Dwarka,,13000
3BHK ,550,Delhi,Sector 11 Dwarka,,12000
3BHK ,550,Delhi,Sector 11 Dwarka,,11000
3BHK ,450,Delhi,Sector 11 Dwarka,,13000
3BHK ,550,Delhi,Sector 11 Dwarka,,12000
3BHK ,550,Delhi,Sector 9 Dwarka,,10000
3BHK ,450,Delhi,Sector 13 Dwarka,,11000
2BHK ,750,Delhi,Sector 7 Dwarka,,17000
2BHK ,"1,200",Delhi,Sector 7 Dwarka,,12000
3BHK ,"1,800",Delhi,East of Kailash,,65000
2BHK ,"1,000",Delhi,Greater kailash 1,,30000
3BHK ,789,Delhi,Patel Nagar,,16500
1BHK ,389,Delhi,Patel Nagar,,6000
1BHK ,600,Delhi,Jangpura Extension,,24000
3BHK ,"1,300",Delhi,Pitampura,,37000
3BHK ,900,Delhi,Pitampura,,31000
1BHK ,600,Delhi,Shalimar Bagh,,16000
2BHK ,850,Delhi,Shalimar Bagh,,26000
3BHK ,900,Delhi,Saket,,28000
5BHK ,"3,000",Delhi,Greater Kailash,,89000
3BHK ,"2,200",Delhi,Defence Colony,,55000
3BHK ,"3,000",Delhi,Defence Colony,,130000
3BHK ,"3,000",Delhi,Defence Colony,,140000
2BHK ,"2,200",Delhi,Defence Colony,,50000
2BHK ,"1,000",Delhi,Lajpat Nagar,,22000
3BHK ,"3,000",Delhi,Defence Colony,,115000
3BHK ,"3,000",Delhi,Defence Colony,,130000
3BHK ,"3,000",Delhi,Defence Colony,,120000
2BHK ,"1,000",Delhi,Lajpat Nagar,,35000
3BHK ,"2,200",Delhi,Defence Colony,,55000
3BHK ,"3,000",Delhi,Defence Colony,,140000
3BHK ,"3,000",Delhi,Defence Colony,,125000
3BHK ,"3,000",Delhi,Defence Colony,,100000
3BHK ,"3,000",Delhi,Defence Colony,,155000
4BHK ,"2,400",Delhi,Sector 22 Dwarka,,40000
3BHK ,"3,000",Delhi,Defence Colony,,110000
3BHK ,"3,000",Delhi,Defence Colony,,65000
2BHK ,"1,000",Delhi,Lajpat Nagar,,28000
3BHK ,"3,000",Delhi,Defence Colony,,125000
3BHK ,"3,000",Delhi,Defence Colony,,165000
2BHK ,"1,200",Delhi,Sector 19 Dwarka,,24000
3BHK ,"1,600",Delhi,Sector 19 Dwarka,,32000
3BHK ,"1,600",Delhi,Sector 22 Dwarka,,33000
3BHK ,"1,800",Delhi,Sector 22 Dwarka,,37000
4BHK ,"2,000",Delhi,Sector 22 Dwarka,,40000
3BHK ,"1,800",Delhi,Sector 22 Dwarka,,28000
3BHK ,"1,500",Delhi,Sector 22 Dwarka,,26000
2BHK ,"2,200",Delhi,Defence Colony,,65000
2BHK ,"2,200",Delhi,Defence Colony,,52000
3BHK ,"1,500",Delhi,Sector 23 Dwarka,,30000
3BHK ,"2,200",Delhi,Defence Colony,,55000
3BHK ,"3,000",Delhi,Defence Colony,,110000
2BHK ,"1,000",Delhi,Lajpat Nagar,,33000
3BHK ,"2,200",Delhi,Defence Colony,,75000
1BHK ,450,Delhi,Patel Nagar,,12000
2BHK ,450,Delhi,Uttam Nagar,,10000
2BHK ,450,Delhi,Uttam Nagar,,11000
3BHK ,900,Delhi,Uttam Nagar,,15000
2BHK ,650,Delhi,Uttam Nagar,,11000
3BHK ,900,Delhi,Uttam Nagar,,15000
Studio ,225,Delhi,Uttam Nagar,,6500
2BHK ,450,Delhi,Uttam Nagar,,10500
2BHK ,675,Delhi,Uttam Nagar,,11100
2BHK ,600,Delhi,Uttam Nagar,,12500
3BHK ,"2,100",Delhi,Defence Colony,,60000
1BHK ,450,Delhi,Ghitorni,,5000
2BHK ,550,Delhi,Rajinder Nagar,,25000
Studio ,150,Delhi,Rajinder Nagar,,15000
2BHK ,"1,200",Delhi,mayur vihar phase 1,,24000
2BHK ,"1,200",Delhi,mayur vihar phase 1,,24000
2BHK ,900,Delhi,Rajinder Nagar,,40000
1BHK ,500,Delhi,Kishan Ganj,,11000
2BHK ,850,Delhi,i p extension patparganj,,18000
5BHK ,"6,521",Delhi,New Friends Colony,,301022
4BHK ,"5,896",Delhi,New Friends Colony,,401012
3BHK ,"2,856",Delhi,New Friends Colony,,301012
3BHK ,"2,856",Delhi,New Friends Colony,,301022
3BHK ,"3,011",Delhi,New Friends Colony,,235592
3BHK ,"3,011",Delhi,New Friends Colony,,301012
3BHK ,"2,856",Delhi,New Friends Colony,,301022
4BHK ,"5,852",Delhi,Saket,,408545
5BHK,"6,521",Delhi,Saket,,401015
5BHK ,"6,521",Delhi,Babar Road,,1548118
3BHK ,"2,856",Delhi,Saket,,301012
5BHK ,"6,521",Delhi,Hauz Khas,,301022
5BHK ,"6,521",Delhi,Hauz Khas,,301012
4BHK ,"5,896",Delhi,Hauz Khas,,301022
3BHK ,"3,085",Delhi,Hauz Khas,,308212
3BHK ,"2,741",Delhi,Hauz Khas,,335221
3BHK ,"2,852",Delhi,Hauz Khas,,308212
3BHK ,"2,856",Delhi,Hauz Khas,,301022
5BHK ,"6,521",Delhi,Navjeevan Vihar,,401122
5BHK ,"6,521",Delhi,New Friends Colony,,301022
4BHK ,"5,896",Delhi,New Friends Colony,,401012
3BHK ,"2,856",Delhi,New Friends Colony,,301012
3BHK ,"2,856",Delhi,New Friends Colony,,301022
3BHK ,"3,011",Delhi,New Friends Colony,,235592
3BHK ,"3,011",Delhi,New Friends Colony,,301012
3BHK ,"2,856",Delhi,New Friends Colony,,301022
4BHK ,"5,852",Delhi,Saket,,408545
5BHK,"6,521",Delhi,Saket,,401015
4BHK ,"5,896",Delhi,Saket,,310222
5BHK ,"6,521",Delhi,Saket,,308545
5BHK ,"6,521",Delhi,Saket,,308442
4BHK ,"5,852",Delhi,Saket,,308555
2BHK ,850,Delhi,i p extension patparganj,,18000
2BHK ,550,Delhi,IP Extension,,10000
3BHK ,300,Delhi,IP Extension,,8000
2BHK ,950,Delhi,IP Extension,,28000
3BHK ,700,Delhi,IP Extension,,14000
2BHK ,950,Delhi,IP Extension,,18000
3BHK ,"2,856",Delhi,Saket,,301012
3BHK ,"2,856",Delhi,Saket,,235592
3BHK ,"2,856",Delhi,Saket,,301012
3BHK ,"2,856",Delhi,Saket,,301022
5BHK,"6,521",Delhi,Hauz Khas,,401102
5BHK ,"6,521",Delhi,Hauz Khas,,301012
5BHK ,"5,896",Delhi,Hauz Khas,,301012
3BHK ,"2,852",Delhi,Friends Colony,,232232
3BHK ,"2,852",Delhi,Friends Colony,,235523
3BHK ,"2,852",Delhi,Friends Colony,,232222
5BHK ,"6,521",Delhi,New Friends Colony,,549115
5BHK,"6,521",Delhi,New Friends Colony,,546165
4BHK ,"5,852",Delhi,New Friends Colony,,308542
4BHK ,"5,852",Delhi,New Friends Colony,,308552
4BHK ,"5,852",Delhi,New Friends Colony,,321222
5BHK ,"6,521",Delhi,New Friends Colony,,301022
3BHK ,"2,856",Delhi,New Friends Colony,,301022
3BHK ,"2,856",Delhi,New Friends Colony,,301022
3BHK ,"2,846",Delhi,New Friends Colony,,301012
5BHK,"6,521",Delhi,Saket,,401101
4BHK ,"5,852",Delhi,Saket,,305455
3BHK ,"2,856",Delhi,Hauz Khas,,301012
4BHK ,"5,896",Delhi,Navjeevan Vihar,,401012
4BHK ,"5,896",Delhi,Navjeevan Vihar,,301022
3BHK ,"2,856",Delhi,Saket,,301012
3BHK ,"2,856",Delhi,Saket,,301012
3BHK ,"2,856",Delhi,Saket,,301012
4BHK ,"5,896",Delhi,Hauz Khas,,401102
5BHK,"6,521",Delhi,Hauz Khas,,301022
5BHK,"6,521",Delhi,Hauz Khas,,540101
5BHK ,"6,521",Delhi,Hauz Khas,,301022
5BHK ,"6,521",Delhi,Hauz Khas,,301012
5BHK ,"5,896",Delhi,Hauz Khas,,301012
2BHK ,900,Delhi,Anand Vihar,,19000
Studio ,500,Delhi,Alaknanda,,20000
5BHK,"6,521",Delhi,Sarvodaya Enclave,,504010
5BHK,"6,521",Delhi,Sarvodaya Enclave,,401010
4BHK ,"6,521",Delhi,Sarvodaya Enclave,,408521
4BHK ,"6,212",Delhi,Sarvodaya Enclave,,308512
4BHK ,"6,251",Delhi,Sarvodaya Enclave,,308213
3BHK ,"2,856",Delhi,Sarvpriya Vihar,,301022
3BHK ,"2,846",Delhi,Sarvpriya Vihar,,301011
3BHK ,"2,856",Delhi,Sarvpriya Vihar,,301012
3BHK ,"2,856",Delhi,Sarvpriya Vihar,,301011
3BHK ,"2,856",Delhi,Sarvpriya Vihar,,301011
3BHK ,"2,856",Delhi,Sarvpriya Vihar,,301010
3BHK ,"2,856",Delhi,Sarvpriya Vihar,,301012
3BHK ,"1,500",Delhi,Vasant Kunj,,60000
5BHK,"6,521",Delhi,Chattarpur,,401015
5BHK ,"6,521",Delhi,Chattarpur,,401015
5BHK ,"6,521",Delhi,Ghitorni,,362128
5BHK,"6,521",Delhi,Ghitorni,,301102
4BHK ,"5,896",Delhi,Ghitorni,,325622
5BHK ,"6,521",Delhi,Chattarpur,,504401
4BHK ,"5,896",Delhi,Jor bagh,,1020201
5BHK,"6,521",Delhi,Jor bagh,,1202001
4BHK ,"5,896",Delhi,Jor bagh,,1548118
4BHK ,"5,896",Delhi,Jor bagh,,1181822
4BHK ,"5,896",Delhi,Jor bagh,,301022
4BHK ,"5,896",Delhi,Jor bagh,,401010
4BHK ,"3,856",Delhi,Jor bagh,,301012
4BHK ,"5,412",Delhi,Jor bagh,,301012
4BHK ,"5,896",Delhi,Jor bagh,,362262
3BHK ,"2,856",Delhi,Golf Links,,301012
4BHK ,"5,896",Delhi,Jor bagh,,1102202
4BHK ,"5,896",Delhi,Jor bagh,,1448184
4BHK ,"5,896",Delhi,Jor bagh,,1418181
4BHK ,"5,896",Delhi,Jor bagh,,1541818
3BHK ,"2,741",Delhi,Golf Links,,301015
3BHK ,"3,010",Delhi,Golf Links,,401011
3BHK ,"2,856",Delhi,Golf Links,,301012
3BHK ,"2,856",Delhi,Golf Links,,301012
4BHK ,"5,896",Delhi,Jor bagh,,301012
4BHK ,"5,896",Delhi,Jor bagh,,401010
3BHK ,"2,856",Delhi,Golf Links,,301012
4BHK ,"5,896",Delhi,Jor bagh,,301102
3BHK ,"3,011",Delhi,Golf Links,,310120
3BHK ,"2,856",Delhi,Golf Links,,401012
5BHK ,"6,521",Delhi,Golf Links,,301012
5BHK ,"6,521",Delhi,Golf Links,,301012
5BHK ,"6,521",Delhi,Golf Links,,301101
4BHK ,"5,896",Delhi,Golf Links,,301012
2BHK ,950,Delhi,Sector 14 Rohini,,23000
1BHK ,500,Delhi,Amritpuri,,11000
1BHK ,500,Delhi,Amritpuri,,11000
3BHK ,"1,800",Delhi,Greater Kailash II,,53000
3BHK ,"1,800",Delhi,Greater kailash 1,,53000
3BHK ,"1,900",Delhi,East of Kailash,,53000
4BHK ,"2,800",Delhi,Saket,,110000
4BHK ,"2,000",Delhi,Jamia Nagar,,28000
2BHK ,850,Delhi,IP Extension,,18000
3BHK ,"1,300",Delhi,i p extension patparganj,,27000
3BHK ,400,Delhi,Sector 12 Dwarka,,8000
3BHK ,450,Delhi,Sector 12 Dwarka,,8000
3BHK ,"1,800",Delhi,East of Kailash,,55000
3BHK ,"1,800",Delhi,East of Kailash,,55000
2BHK ,"1,500",Delhi,Kailash Colony,,55000
Studio ,300,Delhi,East of Kailash,,10000
2BHK ,700,Delhi,Prakash Mohalla,,12000
1BHK ,500,Delhi,Greater kailash 1,,28000
Studio ,355,Delhi,East of Kailash,,13000
Studio ,300,Delhi,East of Kailash,,13000
Studio ,350,Delhi,East of Kailash,,13000
3BHK ,"1,500",Delhi,East of Kailash,,45000
Studio ,400,Delhi,East of Kailash,,15000
4BHK ,"3,000",Delhi,Greater kailash 1,,90000
3BHK ,"1,800",Delhi,Hemkunt Colony,,60000
Studio ,300,Delhi,Greater kailash 1,,13000
1BHK ,500,Delhi,East of Kailash,,20000
3BHK ,"1,150",Delhi,East of Kailash,,40000
3BHK ,"1,150",Delhi,East of Kailash,,40000
3BHK ,"1,500",Delhi,East of Kailash,,40000
2BHK ,"1,150",Delhi,East of Kailash,,36000
3BHK ,"1,800",Delhi,East of Kailash,,50000
2BHK ,"1,600",Delhi,East of Kailash,,40000
3BHK ,"1,800",Delhi,East of Kailash,,55000
3BHK ,"1,800",Delhi,Hemkunt Colony,,60000
1BHK ,500,Delhi,East of Kailash,,11000
1BHK ,500,Delhi,East of Kailash,,11000
1BHK ,900,Delhi,East of Kailash,,11000
1BHK ,900,Delhi,East of Kailash,,11000
Studio ,352,Delhi,East of Kailash,,13000
Studio ,350,Delhi,East of Kailash,,13000
Studio ,350,Delhi,East of Kailash,,13000
Studio ,350,Delhi,East of Kailash,,13000
Studio ,350,Delhi,East of Kailash,,13000
Studio ,300,Delhi,East of Kailash,,13000
Studio ,300,Delhi,East of Kailash,,13000
Studio ,350,Delhi,East of Kailash,,12500
Studio ,352,Delhi,East of Kailash,,13000
Studio ,350,Delhi,East of Kailash,,13000
Studio ,300,Delhi,East of Kailash,,13000
2BHK ,950,Delhi,IP Extension,,26000
3BHK ,400,Delhi,Sector 12 Dwarka,,8000
3BHK ,450,Delhi,Sector 12 Dwarka,,8000
2BHK ,800,Delhi,Chhatarpur Extension,,14000
2BHK ,498,Delhi,Patel Nagar,,12000
3BHK ,"2,856",Delhi,Sarvodaya Enclave,,401014
3BHK ,"2,856",Delhi,Sarvodaya Enclave,,301102
3BHK ,"2,856",Delhi,Sarvodaya Enclave,,301011
3BHK ,"2,856",Delhi,Sarvodaya Enclave,,301011
3BHK ,"2,856",Delhi,Sarvodaya Enclave,,301022
4BHK ,"1,851",Delhi,Sarvodaya Enclave,,235642
3BHK ,"2,856",Delhi,Sarvodaya Enclave,,301012
3BHK ,"2,856",Delhi,Sarvodaya Enclave,,301022
2BHK ,900,Delhi,Moti Nagar,,18000
4BHK ,"5,896",Delhi,Sarvodaya Enclave,,401015
5BHK ,"6,952",Delhi,Sarvodaya Enclave,,401012
4BHK ,"5,896",Delhi,Sarvodaya Enclave,,301012
4BHK ,"4,562",Delhi,Sarvodaya Enclave,,301011
4BHK ,"5,896",Delhi,Geetanjali Enclave,,301022
4BHK ,"5,896",Delhi,Geetanjali Enclave,,549191
5BHK ,"6,521",Delhi,Geetanjali Enclave,,546165
4BHK ,"5,896",Delhi,Geetanjali Enclave,,401012
5BHK,"6,254",Delhi,Geetanjali Enclave,,308212
2BHK ,"1,150",Delhi,Pitampura,,30000
2BHK ,900,Delhi,Lajpat Nagar,,23500
2BHK ,900,Delhi,Lajpat Nagar,,52200
3BHK ,"1,440",Delhi,Chittaranjan Park,,60000
2BHK ,900,Delhi,Lajpat Nagar,,31000
1BHK ,450,Delhi,Lajpat Nagar,,13500
3BHK ,"1,100",Delhi,Mahavir Enclave,,16500
2BHK ,540,Delhi,Uttam Nagar,,14000
2BHK ,730,Delhi,Mansa Ram Park,,12000
2BHK ,450,Delhi,Dwarka Mor,,8000
2BHK ,500,Delhi,Dwarka Mor,,8000
2BHK ,450,Delhi,Uttam Nagar,,7500
Studio ,320,Delhi,Dwarka Mor,,7500
3BHK ,"1,800",Delhi,Paschim Vihar,,35000
2BHK ,"1,200",Delhi,Paschim Vihar,,18000
4BHK ,"2,250",Delhi,Paschim Vihar,,55000
2BHK ,"1,100",Delhi,Paschim Vihar,,25000
4BHK ,"2,700",Delhi,Paschim Vihar,,45000
3BHK ,900,Delhi,Paschim Vihar,,22000
3BHK ,"1,600",Delhi,Paschim Vihar,,30000
3BHK ,"1,154",Delhi,Paschim Vihar,,35000
3BHK ,"1,850",Delhi,Paschim Vihar,,45000
2BHK ,"1,350",Delhi,Paschim Vihar,,25000
2BHK ,900,Delhi,Paschim Vihar,,16000
2BHK ,900,Delhi,Ajmeri Gate,,18000
2BHK ,"1,200",Delhi,Paschim Vihar,,26000
3BHK ,"1,700",Delhi,Paschim Vihar,,32000
3BHK ,"1,350",Delhi,Paschim Vihar,,40000
3BHK ,"1,800",Delhi,Paschim Vihar,,35000
3BHK ,"1,350",Delhi,Paschim Vihar,,22000
3BHK ,"1,350",Delhi,Paschim Vihar,,31000
3BHK ,"1,800",Delhi,Paschim Vihar,,40000
4BHK ,"2,250",Delhi,Paschim Vihar,,60000
4BHK ,"2,700",Delhi,Paschim Vihar,,55000
4BHK ,"2,080",Delhi,Paschim Vihar,,55000
3BHK ,"1,800",Delhi,Paschim Vihar,,40000
4BHK ,"2,250",Delhi,Paschim Vihar,,45000
3BHK ,"1,350",Delhi,Paschim Vihar,,25000
3BHK ,"1,350",Delhi,Paschim Vihar,,32000
3BHK ,600,Delhi,Paschim Vihar,,14000
3BHK ,"1,800",Delhi,Paschim Vihar,,35000
3BHK ,550,Delhi,Paschim Vihar,,11000
2BHK ,754,Delhi,Paschim Vihar,,16000
2BHK ,"1,300",Delhi,Paschim Vihar,,20000
3BHK ,700,Delhi,Paschim Vihar,,14500
3BHK ,"1,800",Delhi,Paschim Vihar,,45000
3BHK ,"1,400",Delhi,Paschim Vihar,,25000
2BHK ,900,Delhi,Paschim Vihar,,18000
3BHK ,"1,800",Delhi,Paschim Vihar,,40000
2BHK ,"1,050",Delhi,Paschim Vihar,,20000
2BHK ,900,Delhi,Paschim Vihar,,18000
3BHK ,"1,350",Delhi,Paschim Vihar,,24000
2BHK ,"1,050",Delhi,Paschim Vihar,,18000
3BHK ,"1,450",Delhi,Paschim Vihar,,30000
4BHK ,"2,250",Delhi,Paschim Vihar,,40000
2BHK ,900,Delhi,Paschim Vihar,,18000
1BHK ,450,Delhi,Uttam Nagar,,7000
2BHK ,900,Delhi,Lajpat Nagar,,34000
2BHK ,900,Delhi,Lajpat Nagar,,34500
2BHK ,900,Delhi,Lajpat Nagar,,24500
2BHK ,950,Delhi,Lajpat Nagar,,19000
2BHK ,500,Delhi,Govindpuri,,10000
3BHK ,"2,000",Delhi,Lajpat Nagar II,,45000
2BHK ,"1,000",Delhi,Malviya Nagar,,40000
3BHK ,"2,500",Delhi,Green Park,,90000
4BHK ,"3,200",Delhi,Saket,,95000
3BHK ,"1,500",Delhi,Connaught Place,,250000
2BHK ,650,Delhi,Uttam Nagar west,,9800
