house_type,house_size,city,location,,price
4BHK ,"5,896",Delhi,Niti Bagh,,301015
4BHK ,"5,896",Delhi,Niti Bagh,,401015
4BHK ,"4,852",Delhi,Niti Bagh,,301012
4BHK ,"5,896",Delhi,Niti Bagh,,312012
4BHK ,"5,896",Delhi,Gulmohar park,,235562
5BHK ,"6,521",Delhi,Gulmohar park,,301012
3BHK ,"2,856",Delhi,Gulmohar park,,310101
3BHK ,"2,741",Delhi,Gulmohar park,,301012
5BHK ,"6,521",Delhi,Vasant Kunj,,401012
5BHK ,"5,896",Delhi,Vasant Kunj,,359225
4BHK ,"5,896",Delhi,Vasant Kunj,,301012
4BHK ,"5,896",Delhi,Vasant Kunj,,401012
5BHK ,"5,896",Delhi,Vasant Kunj,,301011
5BHK,"6,521",Delhi,Chattarpur,,546192
5BHK ,"6,521",Delhi,Chattarpur,,401012
5BHK ,"6,952",Delhi,Chattarpur,,401012
3BHK ,"2,856",Delhi,Green Park Extension,,301022
3BHK ,"2,856",Delhi,Green Park,,301012
3BHK ,"2,856",Delhi,Green Park,,301022
3BHK ,"2,856",Delhi,Green Park,,274126
3BHK ,"2,856",Delhi,Green Park,,235592
5BHK ,"6,521",Delhi,Safdarjung Enclave,,301012
3BHK ,"2,856",Delhi,Safdarjung Enclave,,301022
3BHK ,"3,010",Delhi,Safdarjung Enclave,,301015
3BHK ,"2,741",Delhi,Safdarjung Enclave,,301022
3BHK ,"2,856",Delhi,Safdarjung Enclave,,301012
5BHK ,"6,521",Delhi,Vasant Vihar,,549181
5BHK ,"6,521",Delhi,Vasant Vihar,,301022
5BHK ,"6,521",Delhi,Vasant Vihar,,401105
4BHK ,"5,896",Delhi,Vasant Vihar,,381022
3BHK ,"3,085",Delhi,Vasant Vihar,,308558
4BHK ,"6,521",Delhi,Uday Park,,285494
2BHK ,"1,020",Delhi,Janakpuri,,20000
2BHK ,850,Delhi,Janakpuri,,30000
3BHK ,"1,350",Delhi,Janakpuri,,42000
2BHK ,720,Delhi,Janakpuri,,18000
2BHK ,750,Delhi,Janakpuri,,18000
3BHK ,750,Delhi,Janakpuri,,19000
3BHK ,"1,500",Delhi,Janakpuri,,35000
2BHK ,800,Delhi,Janakpuri,,25000
2BHK ,800,Delhi,Janakpuri,,25000
2BHK ,"1,020",Delhi,Janakpuri,,20000
2BHK ,850,Delhi,Janakpuri,,30000
3BHK ,"1,350",Delhi,Janakpuri,,42000
2BHK ,720,Delhi,Janakpuri,,18000
2BHK ,650,Delhi,Janakpuri,,16000
3BHK ,"1,200",Delhi,Janakpuri,,25000
3BHK ,"1,200",Delhi,Jangpura Extension,,30000
4BHK ,"4,500",Delhi,Green Park,,125000
3BHK ,"1,850",Delhi,Sector 9 Dwarka,,27000
3BHK ,"2,500",Delhi,Malviya Nagar,,72000
4BHK ,"3,600",Delhi,Malviya Nagar,,120000
3BHK ,"1,800",Delhi,Malviya Nagar,,55000
3BHK ,"1,800",Delhi,Safdarjung Enclave,,80000
3BHK ,"1,900",Delhi,Green Park,,50000
3BHK ,"2,000",Delhi,Hauz Khas,,70000
2BHK ,950,Delhi,Sheikh Sarai,,35000
3BHK ,900,Delhi,East Patel Nagar,,36000
3BHK ,"1,800",Delhi,Sector-18 Dwarka,,27000
3BHK ,"2,400",Delhi,Sheikh Sarai,,95000
1BHK ,"1,150",Delhi,Greater Kailash,,35000
4BHK ,"2,500",Delhi,Greater kailash 1,,125000
4BHK ,"5,896",Delhi,Saket,,301011
3BHK ,"2,750",Delhi,Green Park,,125000
4BHK ,"5,896",Delhi,Saket,,401015
4BHK ,"6,251",Delhi,Saket,,301012
4BHK ,"6,521",Delhi,Saket,,301022
3BHK ,"1,350",Delhi,Paschim Vihar,,35000
4BHK ,"2,300",Delhi,Sector 11 Dwarka,,35000
2BHK ,810,Delhi,Uttam Nagar,,12000
3BHK ,"1,500",Delhi,Chattarpur,,27000
2BHK ,850,Delhi,Neb Sarai,,20500
2BHK ,"1,200",Delhi,Sector 6 Dwarka,,21000
3BHK ,"2,741",Delhi,New Friends Colony,,235592
3BHK ,"1,800",Delhi,East Patel Nagar,,63000
3BHK ,"3,011",Delhi,New Friends Colony,,235625
3BHK ,"2,741",Delhi,New Friends Colony,,301022
3BHK ,"2,741",Delhi,New Friends Colony,,235592
3BHK ,"2,741",Delhi,New Friends Colony,,301022
3BHK ,"2,856",Delhi,New Friends Colony,,301012
3BHK ,"2,741",Delhi,New Friends Colony,,301011
3BHK ,"2,741",Delhi,New Friends Colony,,235562
4BHK ,"4,052",Delhi,Saket,,301011
4BHK ,"2,700",Delhi,Safdarjung Enclave,,180000
2BHK ,660,Delhi,New Ashok Nagar,,11000
3BHK ,"1,000",Delhi,Shastri Nagar,,20000
3BHK ,"1,700",Delhi,Sector-18 Dwarka,,35000
2BHK ,"1,100",Delhi,Sector 17 Dwarka,,20000
3BHK ,"2,200",Delhi,Safdarjung Enclave,,60000
2BHK ,"1,200",Delhi,Sector 6 Dwarka,,22000
3BHK ,"1,800",Delhi,Saket,,45000
Studio ,350,Delhi,Defence Colony,,22000
Studio ,400,Delhi,Defence Colony,,23000
3BHK ,"1,170",Delhi,Rajinder Nagar,,60000
1BHK ,520,Delhi,Saket,,15000
3BHK ,"2,000",Delhi,Saket,,32000
4BHK ,"1,950",Delhi,Greater Kailash,,100000
3BHK ,"1,600",Delhi,Sector 6 Dwarka,,32000
3BHK ,"1,750",Delhi,Sector 19 Dwarka,,30000
4BHK ,"3,600",Delhi,Greater kailash 1,,140000
3BHK ,"2,700",Delhi,Greater kailash 1,,120000
3BHK ,"2,500",Delhi,Green Park,,120000
3BHK ,"2,500",Delhi,Defence Colony,,145000
3BHK ,800,Delhi,Dwarka Mor,,14000
Studio ,370,Delhi,Karampura,,21000
4BHK ,"3,000",Delhi,Defence Colony,,300000
4BHK ,"3,000",Delhi,West End,,450000
2BHK ,900,Delhi,B 5 Block,,18000
3BHK ,"3,011",Delhi,Hauz Khas,,301012
3BHK ,"2,856",Delhi,Hauz Khas,,301022
4BHK ,"6,521",Delhi,Sarvpriya Vihar,,300121
4BHK ,"3,921",Delhi,Sarvpriya Vihar,,392166
5BHK ,"6,521",Delhi,Sarvpriya Vihar,,401015
4BHK ,"5,896",Delhi,Sarvpriya Vihar,,301011
4BHK ,"6,251",Delhi,Sarvpriya Vihar,,401012
4BHK ,"5,412",Delhi,Sarvpriya Vihar,,401015
4BHK ,"5,896",Delhi,Sarvpriya Vihar,,549195
4BHK ,"5,896",Delhi,Sarvpriya Vihar,,301012
3BHK ,"2,856",Delhi,Hauz Khas,,235592
4BHK ,"5,896",Delhi,Sunder Nagar,,301010
5BHK ,"6,952",Delhi,Sunder Nagar,,401055
4BHK ,"5,896",Delhi,Sunder Nagar,,412929
5BHK ,"6,052",Delhi,Sunder Nagar,,301012
5BHK,"5,896",Delhi,Sunder Nagar,,504015
5BHK ,"6,585",Delhi,Sunder Nagar,,848185
5BHK ,"5,896",Delhi,Sunder Nagar,,1010201
5BHK,"5,852",Delhi,Sunder Nagar,,1411114
3BHK ,"2,856",Delhi,Gulmohar park,,301010
3BHK ,"2,741",Delhi,Gulmohar park,,301222
3BHK ,"3,011",Delhi,Gulmohar park,,274184
3BHK ,"2,856",Delhi,Gulmohar park,,301114
5BHK ,"6,521",Delhi,Gulmohar park,,401012
5BHK ,"6,251",Delhi,Gulmohar park,,325461
5BHK ,"6,528",Delhi,Gulmohar park,,362162
5BHK ,"6,521",Delhi,Gulmohar park,,301022
4BHK ,"5,896",Delhi,Sainik Farm,,401012
5BHK,"6,521",Delhi,Sainik Farm,,504011
5BHK ,"6,952",Delhi,Sainik Farm,,401012
5BHK,"6,952",Delhi,Sainik Farm,,640104
4BHK ,"6,251",Delhi,Uday Park,,301012
3BHK ,"2,856",Delhi,Uday Park,,301010
3BHK ,"2,858",Delhi,Uday Park,,235525
5BHK ,"6,521",Delhi,Uday Park,,301012
5BHK ,"6,521",Delhi,Uday Park,,301012
3BHK ,"2,856",Delhi,Uday Park,,301022
3BHK ,"2,351",Delhi,Uday Park,,301012
4BHK ,"5,896",Delhi,Uday Park,,401015
3BHK ,"2,856",Delhi,Uday Park,,301012
3BHK ,"3,011",Delhi,Uday Park,,301012
4BHK ,"6,521",Delhi,Gulmohar park,,301012
5BHK ,"6,521",Delhi,Gulmohar park,,401010
4BHK ,"5,896",Delhi,Gulmohar park,,540101
5BHK ,"6,521",Delhi,Gulmohar park,,844055
4BHK ,"6,251",Delhi,Gulmohar park,,652155
5BHK,"6,521",Delhi,Gulmohar park,,401012
3BHK ,"2,852",Delhi,Navjeevan Vihar,,235211
4BHK ,"5,896",Delhi,Sarvpriya Vihar,,504012
4BHK ,"5,896",Delhi,Sarvpriya Vihar,,604010
4BHK ,"5,896",Delhi,Sarvpriya Vihar,,604015
4BHK ,"5,896",Delhi,Navjeevan Vihar,,301022
5BHK,"6,952",Delhi,Sarvpriya Vihar,,401012
4BHK ,"5,896",Delhi,Navjeevan Vihar,,401101
4BHK ,"5,896",Delhi,Navjeevan Vihar,,301012
5BHK ,"6,521",Delhi,Navjeevan Vihar,,301012
4BHK ,"5,896",Delhi,Sarvpriya Vihar,,301012
4BHK ,"6,521",Delhi,Sarvpriya Vihar,,329295
4BHK ,"5,896",Delhi,Sarvpriya Vihar,,362265
5BHK ,"6,521",Delhi,Sarvpriya Vihar,,301022
3BHK ,"2,856",Delhi,Navjeevan Vihar,,301022
3BHK ,"2,856",Delhi,Navjeevan Vihar,,301012
3BHK ,"2,856",Delhi,Navjeevan Vihar,,300110
3BHK ,"2,741",Delhi,Navjeevan Vihar,,381012
3BHK ,"2,856",Delhi,Navjeevan Vihar,,235592
3BHK ,"2,856",Delhi,Navjeevan Vihar,,301012
3BHK ,"2,856",Delhi,Navjeevan Vihar,,301012
3BHK ,"2,856",Delhi,Defence Colony,,301012
3BHK ,"1,856",Delhi,Defence Colony,,235625
3BHK ,"2,741",Delhi,Defence Colony,,301012
3BHK ,"2,856",Delhi,Defence Colony,,301022
3BHK ,"2,852",Delhi,Defence Colony,,235562
5BHK ,"6,521",Delhi,Defence Colony,,301022
4BHK ,"5,896",Delhi,Defence Colony,,301012
3BHK ,"2,741",Delhi,Defence Colony,,301012
4BHK ,"5,896",Delhi,Defence Colony,,300122
5BHK ,"6,521",Delhi,Defence Colony,,362625
4BHK ,"5,896",Delhi,Friends Colony,,301022
5BHK ,"6,521",Delhi,Friends Colony,,401012
5BHK ,"6,521",Delhi,Friends Colony,,301001
3BHK ,"2,856",Delhi,Defence Colony,,301022
3BHK ,"2,856",Delhi,Defence Colony,,301022
4BHK ,"5,896",Delhi,Friends Colony,,540105
4BHK ,"5,896",Delhi,Friends Colony,,604011
4BHK ,"5,896",Delhi,Friends Colony,,604015
4BHK ,"6,521",Delhi,Friends Colony,,504101
4BHK ,"5,896",Delhi,Gulmohar park,,301012
5BHK ,"6,521",Delhi,Gulmohar park,,301012
5BHK ,"6,521",Delhi,Gulmohar park,,401012
3BHK ,"2,856",Delhi,Gulmohar park,,301012
3BHK ,"2,741",Delhi,Gulmohar park,,301102
3BHK ,"2,741",Delhi,Gulmohar park,,301011
3BHK ,"2,856",Delhi,Gulmohar park,,301012
3BHK ,"2,856",Delhi,Gulmohar park,,301012
5BHK ,"4,562",Delhi,Defence Colony,,381812
4BHK ,"5,896",Delhi,Defence Colony,,401022
4BHK ,"5,891",Delhi,Defence Colony,,401015
5BHK ,"6,952",Delhi,Defence Colony,,549195
4BHK ,"5,896",Delhi,Defence Colony,,640105
5BHK,"6,521",Delhi,Defence Colony,,649119
3BHK ,"2,856",Delhi,Gulmohar park,,301012
3BHK ,"2,741",Delhi,Gulmohar park,,300112
3BHK ,"2,741",Delhi,Gulmohar park,,301022
4BHK ,"2,700",Delhi,Pitampura,,75000
3BHK ,"1,800",Delhi,Pitampura,,44000
2BHK ,"1,000",Delhi,Jangpura Extension,,30000
5BHK ,"6,521",Delhi,Hauz Khas,,540101
4BHK ,"5,896",Delhi,Hauz Khas,,401011
4BHK ,"6,521",Delhi,Hauz Khas,,381010
4BHK ,"5,896",Delhi,Hauz Khas,,301011
3BHK ,"2,856",Delhi,Saket,,301010
3BHK ,"2,562",Delhi,Saket,,301012
3BHK ,"2,253",Delhi,Saket,,301015
3BHK ,"2,856",Delhi,Saket,,235592
4BHK ,"5,896",Delhi,Hauz Khas,,504015
4BHK ,"5,896",Delhi,Hauz Khas,,401002
5BHK,"6,521",Delhi,Hauz Khas,,504015
4BHK ,"6,251",Delhi,Hauz Khas,,401014
5BHK ,"6,521",Delhi,Hauz Khas,,625161
4BHK ,"6,251",Delhi,Hauz Khas,,401015
3BHK ,"2,856",Delhi,Saket,,301012
3BHK ,"2,856",Delhi,Saket,,301022
3BHK ,"2,741",Delhi,Saket,,235511
3BHK ,"2,741",Delhi,Saket,,230851
4BHK ,"6,251",Delhi,Niti Bagh,,310102
4BHK ,"5,569",Delhi,Niti Bagh,,401010
4BHK ,"6,251",Delhi,Niti Bagh,,301012
4BHK ,"6,521",Delhi,Niti Bagh,,310202
4BHK ,"5,562",Delhi,Niti Bagh,,319229
3BHK ,"1,800",Delhi,New Rajinder Nagar,,110000
4BHK ,"2,000",Delhi,New Rajendra Nagar,,60000
3BHK ,"1,200",Delhi,New Rajinder Nagar,,60000
1BHK ,300,Delhi,New Rajinder Nagar,,18000
1BHK ,250,Delhi,New Rajinder Nagar,,21000
4BHK ,"5,569",Delhi,Panchsheel Park,,540101
4BHK ,"5,896",Delhi,Panchsheel Park,,301022
5BHK ,"6,521",Delhi,Panchsheel Park,,301012
3BHK ,"2,856",Delhi,Panchsheel Park,,311929
3BHK ,"2,856",Delhi,Panchsheel Park,,401012
5BHK ,"6,521",Delhi,Greater Kailash II,,549129
5BHK ,"6,521",Delhi,Greater Kailash II,,401010
4BHK ,"5,896",Delhi,Panchsheel Park,,401102
5BHK ,"6,521",Delhi,Panchsheel Park,,301022
5BHK ,"6,521",Delhi,Panchsheel Park,,301012
4BHK ,"5,896",Delhi,Panchsheel Park,,401012
4BHK ,"5,896",Delhi,Panchsheel Park,,301202
3BHK ,"2,886",Delhi,Panchsheel Park,,301012
3BHK ,"2,856",Delhi,West End,,301012
5BHK,"6,521",Delhi,Lodhi Road,,1210101
5BHK,"6,521",Delhi,Amrita Shergill Marg,,1241818
5BHK ,"6,521",Delhi,West End,,301012
4BHK ,"5,852",Delhi,West End,,308212
3BHK ,"2,856",Delhi,West End,,301012
3BHK ,"2,856",Delhi,West End,,301012
3BHK ,"2,856",Delhi,West End,,235592
3BHK ,"2,856",Delhi,West End,,301012
4BHK ,"5,896",Delhi,Malcha Marg,,1211002
3BHK ,"2,856",Delhi,West End,,235592
4BHK ,"5,896",Delhi,Malcha Marg,,1220101
4BHK ,"5,852",Delhi,Uday Park,,410101
3BHK ,"2,856",Delhi,Niti Bagh,,301012
3BHK ,"3,011",Delhi,Uday Park,,301012
3BHK ,"2,741",Delhi,Uday Park,,301012
3BHK ,"2,856",Delhi,Uday Park,,301012
3BHK ,"2,741",Delhi,Uday Park,,235592
4BHK ,"5,896",Delhi,Niti Bagh,,404015
4BHK ,"5,896",Delhi,Niti Bagh,,235592
5BHK ,"6,521",Delhi,Golf Links,,504012
5BHK ,"6,521",Delhi,Golf Links,,401015
4BHK ,"5,896",Delhi,Golf Links,,301022
3BHK ,"2,856",Delhi,Golf Links,,312295
3BHK ,"2,856",Delhi,Golf Links,,301012
3BHK ,"3,011",Delhi,Golf Links,,401010
4BHK ,"5,896",Delhi,Jor bagh,,1201102
5BHK,"5,896",Delhi,Shanti Niketan,,549195
5BHK ,"6,521",Delhi,Jor bagh,,549181
3BHK ,"2,856",Delhi,Jor bagh,,301012
3BHK ,"2,856",Delhi,Jor bagh,,301022
3BHK ,"2,856",Delhi,Jor bagh,,235592
5BHK,"5,896",Delhi,Shanti Niketan,,640105
5BHK,"6,521",Delhi,Shanti Niketan,,549191
4BHK ,"5,896",Delhi,Shanti Niketan,,301012
4BHK ,"5,896",Delhi,Sunder Nagar,,411222
4BHK ,"5,896",Delhi,Panchsheel Park,,401102
5BHK ,"6,521",Delhi,Panchsheel Park,,301022
5BHK ,"6,521",Delhi,Panchsheel Park,,301012
4BHK ,"5,896",Delhi,Panchsheel Park,,401012
4BHK ,"5,896",Delhi,Panchsheel Park,,301202
3BHK ,"2,886",Delhi,Panchsheel Park,,301012
3BHK ,"2,856",Delhi,Panchsheel Park,,301102
4BHK ,"5,896",Delhi,Greater Kailash II,,401012
4BHK ,"5,896",Delhi,Greater Kailash II,,301022
4BHK ,"5,569",Delhi,Panchsheel Park,,540101
4BHK ,"5,896",Delhi,Panchsheel Park,,301022
5BHK ,"6,521",Delhi,Panchsheel Park,,301012
3BHK ,"2,856",Delhi,Panchsheel Park,,311929
3BHK ,"2,856",Delhi,Panchsheel Park,,401012
5BHK ,"6,521",Delhi,Greater Kailash II,,549129
5BHK ,"6,521",Delhi,Greater Kailash II,,401010
5BHK ,"6,521",Delhi,Panchsheel Enclave,,541916
4BHK ,"5,896",Delhi,Panchsheel Enclave,,548185
3BHK ,"2,856",Delhi,Panchsheel Enclave,,301022
3BHK ,"2,856",Delhi,Panchsheel Enclave,,301022
5BHK ,"5,896",Delhi,Panchsheel Park,,840401
5BHK ,"6,521",Delhi,Geetanjali Enclave,,301012
4BHK ,"5,896",Delhi,Geetanjali Enclave,,301010
5BHK ,"6,521",Delhi,Geetanjali Enclave,,321919
3BHK ,"2,856",Delhi,Shanti Niketan,,301012
3BHK ,"2,771",Delhi,Shanti Niketan,,301022
3BHK ,"2,856",Delhi,Shanti Niketan,,301012
3BHK ,"3,010",Delhi,Shanti Niketan,,301102
3BHK ,"2,856",Delhi,Shanti Niketan,,301012
4BHK ,"5,896",Delhi,Anand Niketan,,401015
4BHK ,"5,896",Delhi,Anand Niketan,,301022
4BHK ,"4,851",Delhi,Anand Niketan,,301022
3BHK ,"2,856",Delhi,Anand Niketan,,301012
3BHK ,"2,856",Delhi,Anand Niketan,,274181
4BHK ,"5,896",Delhi,Gulmohar park,,401012
4BHK ,"5,896",Delhi,Gulmohar park,,329292
3BHK ,"2,856",Delhi,Panchsheel Enclave,,301022
5BHK ,"6,521",Delhi,Panchsheel Park,,640101
4BHK ,"5,896",Delhi,Panchsheel Park,,546191
5BHK ,"6,952",Delhi,Panchsheel Park,,401010
5BHK ,"6,521",Delhi,Panchsheel Park,,301012
5BHK ,"5,896",Delhi,Shanti Niketan,,301202
3BHK ,"2,856",Delhi,Shanti Niketan,,301012
3BHK ,"2,741",Delhi,Shanti Niketan,,301012
3BHK ,"2,856",Delhi,Jor bagh,,235592
5BHK,"5,896",Delhi,Shanti Niketan,,640105
5BHK,"6,521",Delhi,Shanti Niketan,,549191
4BHK ,"5,896",Delhi,Shanti Niketan,,301012
4BHK ,"5,896",Delhi,Greater kailash 1,,401012
4BHK ,"5,896",Delhi,Greater kailash 1,,321192
5BHK ,"6,521",Delhi,Greater kailash 1,,401010
3BHK ,"2,856",Delhi,Greater kailash 1,,301022
3BHK ,"3,001",Delhi,Greater kailash 1,,301022
3BHK ,"2,856",Delhi,Greater kailash 1,,301012
3BHK ,"2,856",Delhi,Greater kailash 1,,301012
5BHK,"6,521",Delhi,Green Park,,401012
5BHK ,"6,521",Delhi,Green Park,,605041
5BHK,"5,896",Delhi,Green Park,,301022
3BHK ,"2,856",Delhi,Panchsheel Enclave,,301022
5BHK ,"6,521",Delhi,Panchsheel Park,,640101
4BHK ,"5,896",Delhi,Panchsheel Park,,546191
5BHK ,"6,952",Delhi,Panchsheel Park,,401010
5BHK ,"6,521",Delhi,Panchsheel Park,,301012
4BHK ,"5,896",Delhi,West End,,381012
4BHK ,"5,896",Delhi,West End,,381812
3BHK ,"2,856",Delhi,West End,,301012
3BHK ,"2,856",Delhi,West End,,301012
3BHK ,"2,856",Delhi,West End,,254612
3BHK ,"2,856",Delhi,West End,,301012
3BHK ,"2,856",Delhi,West End,,301012
3BHK ,"2,856",Delhi,West End,,301012
4BHK ,"5,896",Delhi,Shanti Niketan,,301012
4BHK ,"5,896",Delhi,Shanti Niketan,,310120
4BHK ,"5,896",Delhi,Shanti Niketan,,301012
3BHK ,"2,856",Delhi,Shanti Niketan,,301012
3BHK ,"2,771",Delhi,Shanti Niketan,,301022
3BHK ,"2,856",Delhi,Shanti Niketan,,301012
3BHK ,"3,010",Delhi,Shanti Niketan,,301102
3BHK ,"2,856",Delhi,Shanti Niketan,,301012
4BHK ,"5,896",Delhi,Anand Niketan,,401015
4BHK ,"5,896",Delhi,Anand Niketan,,301022
4BHK ,"4,851",Delhi,Anand Niketan,,301022
3BHK ,"2,856",Delhi,Anand Niketan,,301012
3BHK ,"2,856",Delhi,Anand Niketan,,274181
5BHK ,"6,952",Delhi,Green Park,,401012
5BHK ,"6,521",Delhi,Green Park,,401012
5BHK ,"5,896",Delhi,Green Park,,301022
5BHK ,"6,521",Delhi,Green Park,,301012
3BHK ,"3,001",Delhi,Green Park Extension,,301022
3BHK ,"2,856",Delhi,Green Park,,301202
3BHK ,"2,856",Delhi,Green Park,,301012
4BHK ,"5,896",Delhi,Greater kailash 1,,401012
4BHK ,"5,896",Delhi,Greater kailash 1,,321192
5BHK ,"6,521",Delhi,Greater kailash 1,,401010
3BHK ,"2,856",Delhi,Greater kailash 1,,301022
3BHK ,"3,001",Delhi,Greater kailash 1,,301022
3BHK ,"2,856",Delhi,Greater kailash 1,,301012
3BHK ,"2,856",Delhi,Greater kailash 1,,301012
5BHK,"6,521",Delhi,Green Park,,401012
5BHK ,"6,521",Delhi,Green Park,,605041
5BHK,"5,896",Delhi,Green Park,,301022
2BHK ,"1,050",Delhi,Janakpuri,,25000
3BHK ,450,Delhi,Janakpuri,,13000
3BHK ,"1,100",Delhi,Janakpuri,,50000
3BHK ,"1,350",Delhi,Janakpuri,,35000
3BHK ,"1,350",Delhi,Janakpuri,,43000
2BHK ,800,Delhi,Janakpuri,,18000
3BHK ,"1,400",Delhi,Janakpuri,,45000
2BHK ,800,Delhi,Janakpuri,,28000
3BHK ,"1,350",Delhi,Janakpuri,,32000
2BHK ,800,Delhi,Janakpuri,,28000
2BHK ,650,Delhi,Janakpuri,,17000
2BHK ,"1,000",Delhi,Janakpuri,,20000
2BHK ,"1,300",Delhi,Janakpuri,,32000
2BHK ,650,Delhi,Janakpuri,,16000
2BHK ,950,Delhi,Janakpuri,,25000
3BHK ,430,Delhi,Janakpuri,,8500
4BHK ,"4,500",Delhi,South Extension 2,,250000
2BHK ,650,Delhi,Janakpuri,,16000
3BHK ,"1,500",Delhi,Janakpuri,,45000
Studio ,500,Delhi,Greater kailash 1,,22000
3BHK ,"2,000",Delhi,Greater kailash 1,,75000
1BHK ,800,Delhi,New Friends Colony,,45000
2BHK ,"1,000",Delhi,Kalkaji,,35000
Studio ,450,Delhi,Kalkaji,,12000
4BHK ,"1,600",Delhi,Paschim Vihar,,45000
1BHK ,700,Delhi,Lajpat Nagar IV,,17000
1BHK ,700,Delhi,Lajpat Nagar IV,,17000
1BHK ,700,Delhi,Lajpat Nagar IV,,17000
2BHK ,"1,000",Delhi,Prakash Mohalla Amritpuri,,18000
3BHK ,"1,900",Delhi,Kalkaji,,53000
3BHK ,"1,800",Delhi,Chittaranjan Park,,53000
3BHK ,"2,745",Delhi,Friends Colony,,301012
3BHK ,"3,011",Delhi,Friends Colony,,401015
3BHK ,"2,856",Delhi,Friends Colony,,362125
3BHK ,"2,856",Delhi,Friends Colony,,301012
3BHK ,"1,800",Delhi,Pitampura,,45000
2BHK ,"1,000",Delhi,Malviya Nagar,,37000
2BHK ,600,Delhi,Chattarpur,,18000
3BHK ,"2,741",Delhi,Hauz Khas,,301012
3BHK ,"2,741",Delhi,Hauz Khas,,301012
3BHK ,"2,741",Delhi,Hauz Khas,,235592
3BHK ,"2,741",Delhi,Hauz Khas,,235222
4BHK ,"6,251",Delhi,Hauz Khas,,308512
4BHK ,"4,521",Delhi,Hauz Khas,,385214
4BHK ,"4,562",Delhi,Hauz Khas,,305212
4BHK ,"5,564",Delhi,Hauz Khas,,308211
3BHK ,"1,350",Delhi,Rohini Sector 9,,30000
3BHK ,"1,000",Delhi,Old Rajender Nagar,,50000
5BHK ,"6,952",Delhi,Sainik Farm,,401101
4BHK ,"5,896",Delhi,Sainik Farm,,329129
5BHK ,"6,521",Delhi,Sainik Farm,,546191
5BHK ,"6,952",Delhi,Sainik Farm,,640101
5BHK ,"5,896",Delhi,Sainik Farm,,401012
4BHK ,"5,896",Delhi,Sainik Farm,,301012
4BHK ,"5,896",Delhi,Sainik Farm,,401010
5BHK,"6,521",Delhi,Sainik Farm,,321616
4BHK ,"5,891",Delhi,Chattarpur,,381020
4BHK ,"5,561",Delhi,Chattarpur,,401012
4BHK ,"5,896",Delhi,Chattarpur,,401015
4BHK ,"5,896",Delhi,Chattarpur,,301022
4BHK ,"5,896",Delhi,Chattarpur,,301012
5BHK ,"6,521",Delhi,Chattarpur,,401012
5BHK ,"6,521",Delhi,Chattarpur,,301012
3BHK ,"2,856",Delhi,Greater Kailash II,,301012
3BHK ,"2,856",Delhi,Greater Kailash II,,301011
4BHK ,"5,896",Delhi,Greater Kailash II,,301012
4BHK ,"6,521",Delhi,Greater Kailash II,,301011
4BHK ,"5,896",Delhi,Greater Kailash II,,362625
4BHK ,"5,852",Delhi,Greater Kailash II,,312929
3BHK ,"2,856",Delhi,Greater Kailash II,,301015
3BHK ,"2,856",Delhi,Greater Kailash II,,301012
3BHK ,"2,856",Delhi,Greater Kailash II,,301012
3BHK ,"2,856",Delhi,Greater Kailash II,,301012
4BHK ,"5,896",Delhi,Vasant Vihar,,301022
4BHK ,"6,521",Delhi,Vasant Vihar,,301011
4BHK ,"5,896",Delhi,Vasant Vihar,,301012
4BHK ,"6,521",Delhi,Vasant Vihar,,301011
4BHK ,"5,896",Delhi,Vasant Vihar,,410101
4BHK ,"5,896",Delhi,Vasant Vihar,,326162
5BHK,"6,521",Delhi,Vasant Vihar,,546194
5BHK,"6,521",Delhi,Vasant Vihar,,862112
3BHK ,"2,856",Delhi,Saket,,301012
3BHK ,"1,856",Delhi,Saket,,301022
4BHK ,"5,896",Delhi,Vasant Kunj,,301012
4BHK ,"5,896",Delhi,Vasant Kunj,,301012
4BHK ,"5,896",Delhi,Hauz Khas,,401012
5BHK ,"6,521",Delhi,Hauz Khas,,504101
5BHK,"6,521",Delhi,Hauz Khas,,704105
4BHK ,"5,896",Delhi,Hauz Khas,,401012
3BHK ,"2,856",Delhi,Saket,,301012
3BHK ,"1,856",Delhi,Saket,,301022
3BHK ,"2,856",Delhi,Saket,,235525
4BHK ,"5,562",Delhi,Saket,,381022
4BHK ,"5,896",Delhi,Saket,,301011
3BHK ,"2,856",Delhi,Saket,,301022
4BHK ,"5,896",Delhi,Saket,,320110
4BHK ,"5,896",Delhi,Saket,,401012
4BHK ,"5,896",Delhi,Hauz Khas,,301022
4BHK ,"5,896",Delhi,Hauz Khas,,301011
3BHK ,"2,856",Delhi,Saket,,301012
3BHK ,"2,741",Delhi,Saket,,301012
4BHK ,"5,896",Delhi,Hauz Khas,,310102
3BHK ,"2,856",Delhi,Saket,,301022
4BHK ,"5,896",Delhi,Hauz Khas,,310102
3BHK ,"2,856",Delhi,Saket,,301022
4BHK ,"5,896",Delhi,Hauz Khas,,235562
3BHK ,"2,856",Delhi,Saket,,301012
3BHK ,"2,856",Delhi,Friends Colony,,301022
3BHK ,"2,854",Delhi,Friends Colony,,301012
3BHK ,"2,856",Delhi,Friends Colony,,301022
4BHK ,"5,896",Delhi,Friends Colony,,301022
4BHK ,"5,896",Delhi,Friends Colony,,401012
3BHK ,"2,856",Delhi,Friends Colony,,235562
